channel_id,channel_name,niche,country,description,subscribers,total_views,total_videos,published_at
UC3qW22V7ECAeY8EMKftA8QQ,Diy Craft Tv,DIY,US,"**Welcome to the DIY Craft TV channel!** 

On this channel you will find interesting and useful videos on how to make small and beautiful houses from cardboard. Learn to create unique and creative mod",1480,479584,53,2023-01-18T14:26:49.293867Z
UCPAk4rqVIwg1NCXh61VJxbg,ZHC Crafts,DIY,US,"SUBSCRIBE!
ZHC Crafts Champion: Jake Riley

Fun custom projects, crafts, & art!
OFFICIAL CHANNEL.

Inquiries: zhc@nightmedia.co",8000000,2764520152,332,2020-06-12T23:14:27.77085Z
UCnuvEgGqrKh425djaDAmVbQ,Clay Crafts,DIY,IN,Welcome to my new channel that is based on clay crafts. You easily learn the process how to make the different kinds of clay crafts. This channel is for them who really very much eager to learn variou,1260000,330883949,646,2017-04-17T03:14:13Z
UCRx7_I1d64waFpl6obIQjKg,Crafty Ideas (¬‿¬),DIY,IN,"Hi friends,
This channel is for EVERYONE ❤️❤️❤️❤️who loves CRAFTS✂️

Let’s TOGETHER make a difference in our life 😍😍😄by doing something Beautiful 🤩 

I welcome all your craft works 🙋🏼‍♀️🙋🏼‍♀️and share",259000,454138806,523,2024-03-07T16:47:52.362178Z
UCR8NsuqnMSWNQoKihSCdUcQ,Nive Crafts,DIY,IN,"hello 💕
This channel is all about paper crafts for school projects and home decor ideas 
Hope you enjoy the videos and don't forget to Subscribe
Thanks for watching & have a nice day :)
-nive 🌸

#diyc",911000,280150743,792,2020-08-11T18:40:46.216766Z
UCLVrzOi_LKqp0MV_mZI5Chw,Easy Crafts DIY,DIY,US,"Easy Crafts DIY

Easy Crafts DIY, we are presenting you how to make a home made crafts, such as maniature house, garden, tabletop fountains and so on from different objects and materials. We are guidi",984000,169373004,129,2018-03-02T12:48:23Z
UCw3YzdQBHCSZiMkpClvNGig,World Of Art And Craft,DIY,AE,"For enquiry
Gmail id : worldofartandcraft@gmail.com",576000,189371662,2360,2019-02-24T07:28:28Z
UCVzyuY7ZKwLzAGXd0cVYPiQ,Crafts-to-craft,DIY,IN,"Hello friends 👋
     
              Welcome to my youtube channel 😊
                                       
If you are interested in arts, craft and fun diys then this channel is for you🥳

👉 Do not Re",248000,143085698,257,2023-12-16T17:48:45.696787Z
UCMzG3T99fTmfjNu67Hgb8dw,DIY Simple Crafts ,DIY,US,"I'm passionate about flower making & DIY. Welcome to my channel :)
The video tutorials in our channel guide you through making craft and Handmade Pipe Cleaner Flower with simple step by step. Most of ",79100,11010546,1093,2018-03-21T00:35:15Z
UCswfYSdwDP2oHq4tJuSO-3Q,DIY Studio Crafts,DIY,US,Hey 👋  Thank you for visiting 💕 Many Crafts Flowers DIY! ✅,58800,16950674,483,2024-03-17T20:55:14.270589Z
UCXUH2dmTnXMSxmJfp4-LT8A,123 Easy Paper Crafts DIY,DIY,US,"Hello friends!  
Our channel - 123 Easy Paper Crafts - how to make paper simple crafts!
diy fidget toys pop it
fidget pop it
diy fidget toys
How to make paper flowers,
how to make paper boxes
How to m",881000,191909422,1098,2019-01-06T14:10:02Z
UCHkueWYQQgfsDUgmD7w6OFg,POCOYO DIY Crafts - Official Channel,DIY,US,,14500,3490120,72,2020-07-28T11:17:51.313891Z
UCIQC-HIOvmivAMKY46OfWRg,DIY Marshel Craft,DIY,CO,"¡Bienvenidos a mi canal! Aquí encontrarás inspiración y tutoriales para crear hermosas manualidades utilizando una variedad de materiales, como cartón reciclado, foami, cerámicas, pinturas acrílicas, ",366000,101831289,992,2013-06-09T00:43:10Z
UCR_0QOH2zyXn7-4wjZ9oj7A,Nusrat DIY Crafts,DIY,BD,"Subscribe my channel for more amazing ideas

Hey guys, You will find here easy DIY crafts. 
I always provide you gorgeous crafts video on my YouTube channel.

You specially invited to see my channel a",124000,32972719,1500,2017-12-02T11:01:52Z
UCsVSyGpwtWA73uah4Wa8a7w,KIDS crafts,DIY,AE,"For enquiry :
Gmail Id : worldofartandcraft2019@gmail.com
Hi friends ,
Welcome to my channel
This channel is all about kids crafts.
please watch the videos and support...
And don't forget to SUBSCRIBE",381000,77014294,1275,2019-08-21T18:02:46Z
UCToHJbcoLJI2gUrtFCmqfwQ,Bhagya craft ideas,DIY,IN,"Welcome to my channel
Na channel lo crafts ideas,best of waste ideas, devotional ideas untai. 

Like ,share ,comment ,subscribe 

Thanks for watching 

Subscribe my channel for more videos 🤗🤗",111000,55896382,398,2024-06-11T17:57:24.384907Z
UC3iAw3yHuRgPMBEaBoYhXtg,Raine Crafts and DIY,DIY,Unknown,"Hello friends! 💕

My name is Lorraine. I'm from the Philippines! 🤗🇵🇭
This channel is all about ART. 🤗💕

If you have a request, feel free to leave a comment on any video. 😉
Don't forget to SUBSCRIBE an",352000,81372591,260,2020-03-24T03:00:05.698315Z
UC1HGbQuq3zNGwRu7uD-m-zQ,DIY Crafts Planet,DIY,US,"Привет друзья! Я  в ТикТок 👇🏻

https://www.tiktok.com/@diy_crafts_planet?_t=8kZ3KVMs7Am&_r=1

Меня зовут Людмила , я обожаю воплощать в жизнь интересные идеи из  бумаги, картона и прочего доступного м",372000,75600935,339,2013-09-29T15:47:44Z
UC6lHFZtcyNuZTzuZVBv0Rgg,DIY Sewing Craft,DIY,US,"DIY Sewing Craft channel provides sewing tutorials, both simple and complex products. Sewing, patchwork and quilting skills. I share my ideas and experiments in textile design. Here are products such ",521000,6301617,78,2017-09-11T08:55:25Z
UCow8r2F5tZVFQUM8vGiXswQ,Crayola Create Kids,DIY,US,"Welcome to the colorful world of Crayola Create Kids!🖍️🎨

This is where imagination runs wild and creativity shines bright. Whether you’re crafting with friends, building new skills, or turning everyd",1070000,1095174973,939,2023-12-08T15:03:25.263248Z
UCHvwQgTBaEYtc1toRZWHs_w,ava crafts diy ,DIY,TR,"""CREATIVITY AND IDEAS NEVER ENDS.""
✨Welcome to my DIY channel!✨
I love creating DIY projects, and I would like to share how to make DIY crafts, DIY notebooks, DIY room decor ideas, DIY paper crafts, D",45300,8751777,331,2023-11-20T05:26:28.992929Z
UCCxZbIkMkDTWQ9fGXP1Hpnw,Easy Crafts,DIY,US,"Making easy paper miniature furniture for dollhouses and other paper toys 
",26600,6118866,77,2020-06-13T04:52:09.948752Z
UCmMFDTCYHHEkNNTyb5z0_mw,The Craft Ideas,DIY,IN,"5.2M subscribers

Dream 👆

Subscribe now and complete my dream 🥰

For Business Enquiry :- the.craft.ideass@gmail.com
For Business Enquiry :- +918655090853
",1990000,1329036834,584,2022-12-02T17:39:26.787198Z
UCw5VDXH8up3pKUppIvcstNQ,"SLICK SLIME SAM - DIY, Comedy, Science",DIY,US,"Have you ever seen a talking slime? Here he is – Slick Slime Sam! He is pink, he is hilarious, he will die for candy and he always makes sure you are having a good time while watching his adventures.
",12100000,6932179701,2049,2017-10-10T09:08:56Z
UCiDX3jATurZSf2EKLAa2v3g,Crafts DIY,DIY,US,Welcome to my *CRAFTS DIY* channel and I will share useful videos for you. How to tie shoelaces. How to tie knots rope DIY at Home.  Hacking technology. So if you like watching related videos Life. Cl,228000,83358434,1372,2017-07-09T23:56:13Z
UC9NeaE5YOsm05O0R4hxwmvw,The Crafts Channel,DIY,Unknown,"Welcome to The Crafts Channel, your online masterclass for crafting techniques. We have hundreds of video demonstrations that are jam-packed with ideas and inspiration for you to try - all from the co",171000,27741995,635,2007-01-31T10:00:54Z
UCnwNMSoQckwX7jkiu-VM0hA,Briko - Upcycling DIY Activities for Kids,DIY,TR,"For kids and adults to have fun while upcycling and recycling. 
Let's enjoy the wonderful, colorful and creative adventures of Briko and his friend Hepi. 

#diy #upcycling #briko #environment 
",2910,1545600,160,2023-10-14T11:09:09.21421Z
UCmiLBTCEUnHdDnZLUatwbiA,Creative Purpose DIY,DIY,US,"If you like upcycling, thrifting, thrift flips & you LOVE vintage treasures then you are in the right place! 
Here we repurpose, upcycle & flip items, whether it is for-profit or for decorating your o",17300,1472593,120,2020-12-16T01:19:07.923376Z
UCfyrlKx7Q8zKJ30DF2joJTQ,upcycling craft,DIY,BG,"Hi, my name is Olga and I have 2 passions, thrifting and creating beautiful, functional items. I am not a professional seamstress and never use complex patterns in sewing. I show how recycle old thing",11400,1613170,118,2023-07-31T17:55:34.384515Z
UCSaNE951z3iT9uaXWkGtwnA,Recycling and Upcycling together ,DIY,Unknown,,10,3058,4,2022-01-19T15:16:36.596985Z
UC9LybC8eqUMu8jFyZN935lg,UBC Upcycling,DIY,Unknown,,223,23565,7,2020-11-24T04:39:26.90648Z
UCrN5eGFuvSxIPqdBu0mwWjw,Upcycling Solutions,DIY,Unknown,A UPCYCLING SOLUTIONS atende uma demanda cada vez mais evidente: o upcycling. Produtos upcycled são uma das melhores maneiras para qualquer empresa evitar o desperdício de alimentos. Estes produtos va,17,123549,24,2023-06-01T16:18:54.397062Z
UC_7kj_t_hXLPkBNQpOjttXw,afrayedupcycling,DIY,GB,"Welcome to my upcycling world, afrayedupcycling! ✂️✨

Running a small upcycling business since 2020! Here I do a bit of everything:
Sewing patterns + tutorials
Day-to-day vlogs of my business and pers",28900,2047439,291,2020-04-15T18:00:12.129058Z
UCEMfadtOm43G_qi9RS_W1lg,upcycling Korea,DIY,KR,"I love to work anything DIY crafts and Upcycling crafts free Out of waste. I am sure you like my creative artwork ideas 😊 Please consider subscribing and comment, share to help my channel up!!
저희  upc",2220,384322,1313,2017-09-12T09:03:21Z
UCal2UU4cu8a7Vnv-9JSDsWg,Upcycling Revolution,DIY,Unknown,"♻️ Welcome to Upcycling Revolution! ♻️

At Upcycling Revolution, we believe in transforming old into new, one stitch at a time! Our channel is dedicated to creative upcycling, sewing tutorials, and su",80,10643,12,2013-12-07T23:44:21Z
UCIMCn-T3FiX2_jDgm3XCU5Q,Upcycling With Judy,DIY,Unknown,,1,36,1,2020-03-10T19:19:57.302119Z
UCmvf9K7L-Ju7DfHNAvu6SAA,Festive Upcycling,DIY,Unknown,"I cherish all things upcycled, thrifted, vintage, and crafted!

My passion is saving home décor from rotting (or not) in a landfill and sharing it with others who love it most. I enjoy sourcing vintag",38,19971,59,2023-10-03T02:30:15.020037Z
UC7GeisrFLbUD5DXhPaeVOaA,NETZRO - Food Upcycling Intelligence,DIY,Unknown,"NETZRO is a leader in Food Upcycling, powering the earth’s food forward with KNOWLEDGE + TECHNOLOGY + CONNECTIONS.

NETZRO’s proprietary equipment & technology platform transforms food byproducts into",9,496,10,2022-10-11T12:20:16.147835Z
UCd6NYo2BspNLyLG627Vwhfw,Upcycling Clothing Project,DIY,Unknown,,3,198,6,2020-12-04T17:05:35.419206Z
UCjr4OhLslToNHtKyKHvE6dg,Upcycle Furniture Finds,DIY,GB,"Jakob and Karl find old unwanted furniture and do their best to give the pieces a second chance at being loved by their new owners.
We also have another channel Karlpopewoodcraft all about general woo",184000,88563881,45,2024-04-07T19:28:06.432659Z
UCFGlW-1jsSq1RZ92eWziA4g,Upcycled Food Association,DIY,US,"Through research, strategy, networking, and policy advocacy, Upcycled Food Association is building a food system in which all food is elevated to its highest and best use. UFA supports members across ",197,205100,13,2020-06-17T22:11:09.883738Z
UCeRsgP7atpJKWL-RHrnaWjA,Epic UpCycling,DIY,GB,"Hi, I'm Jason, and my channel is all about making things out of junk. Most of the materials I use in my videos were discarded, or thrown away, destined for landfill, or the bonfire. These videos are n",414000,55796732,72,2019-07-09T10:02:28Z
UCoLnHYKt07qJH9Jzu7j8e6A,Custom Upcycling,DIY,Unknown,"Welcome to Custom Upcycling! ♻️🔨

At Custom Upcycling, we're passionate about transforming discarded materials into unique and beautiful creations. 🌿🏡 Our skilled artisans breathe new life into reclai",0,41,1,2023-05-23T01:26:32.943365Z
UCa78EtLONLUNX-gG0J4yn2A,Upcycling With Dhanashri,DIY,IN,"The YouTube channel focuses on all aspects of textiles, textile upcycling, designing, craft, culture, and mythology. It aims to educate and inspire viewers about the world of textiles and its connecti",253,57140,28,2017-02-08T16:55:08Z
UCvvIshALYDz8lar1olp80ng,Trash Panda Upcycling,DIY,US,Trash Panda Upcycling delivers content that helps fellow Trash Panda's enjoy and find creative new ideas to upcycling. On this YouTube channel you can expect videos that will help fellow Trash Panda's,202,24042,5,2020-05-26T02:49:28.574064Z
UCgjZlYDBa6fGh3woifYbnSw,Love For Upcycling,DIY,Unknown,"Community for those who love ❤️ to create and be unique. REUSE REPOURPOUSE RECYCLE UPCYCLE
©️Copyright issue? Email us 📩",148,5781,18,2022-11-03T14:19:33.535721Z
UCFlMNq8spbliqg5dovSLKnw,Diy upcycling ,DIY,IN,,4,92,17,2026-03-08T15:10:05.654785Z
UChGFgKWWEwtyTXAmWTpj46A,Luz Upcycles,DIY,NL,"Luz upcycles is the channel of Luz, who upcycles, she upcycles a lot!, sewing and upcycling have been her passions for a long time. Come and see what she gets up to these days. Never let a fabric scra",14600,1077033,184,2012-11-24T20:04:36Z
UCbOekviGTVIl0_MUXICtrvQ,Upcycling,DIY,Unknown,,15,5718,31,2026-02-07T09:52:10.21516Z
UCBmS44a6t9CgSMb-Bgk-Gtw,UpCycling,DIY,Unknown,,0,78,2,2026-04-30T13:25:42.390926Z
UC3cVcKetECRQcQ6IWRDuF9Q,Trashcat Arts - Upcycling Mixed Media Artist,DIY,Unknown,"Hey it’s Kam!! 
SL,UT
All of my pieces are made from 100% second hand material! 
Check out my depop!
https://linktr.ee/trashcat.arts",80,91314,99,2025-02-22T17:34:40.278558Z
UCstdh-Ap51fASkogzu9Q3Mw,UPCYCLING,DIY,Unknown,"UPCYCLING - STONE ISLAND & C.P.COMPANY

Коротко о нас: 

Перерабатываем оригинальные вещи Stone Island и С.P. Company в уникальные аксессуары — сумки, кепки и другие элементы гардероба!

 Экологично, ",14,1324,5,2018-10-09T12:51:20Z
UC2pKaQRv1BCmGaFJAgDHkUg,Wood Upcycling Tales,DIY,TR,"Welcome to my channel. This channel is a channel where I redesign, renew, restore completely thrown away or unused wooden pieces and publish the contents I show you how I do.",22,13384,21,2024-05-07T08:23:12.123435Z
UCex1HMNb_w7rzqhoCcB_bzA,Upcycling Project video's,DIY,NL,"Welcome to our Upcycling Project Channel, where creativity meets sustainability! 

Where we like to inspire you! share idea's and how to's about upcycling DIY projects.
From arts and crafts, to thrift",76,5064,30,2023-07-22T21:15:38.84332Z
UCkHOnIARs0fAlFh6IFpwUBA,Woodwork & Upcycling,DIY,PT,"Hello, and welcome to Woodwork & Upcycling channel.
In this channel you will be inspire to make your onw upcycling projects, wood pieces, decor art and furniture by upcycling objects.
This is my way t",2220,809695,47,2014-08-24T18:25:41Z
UCVRVfAcSFPymSwghseYmEiQ,upcycling fashion point,DIY,Unknown,,15,105,2,2023-05-29T09:40:14.477784Z
UCRXnvz1aFJXeZ9VQ1AtAj6Q,Upcycling Videos,DIY,Unknown,"Hi! My name is Andy and I am in class 853 in M.S.74Q. My Science Project is to help and inform others on the landfills, currently taking up a huge amount of land in the United States. What can we do t",4,64,4,2021-03-04T13:56:03.800007Z
UCkrWy_GsTbSrm04iTqwrhvw,The Art of UPCYCLING,DIY,Unknown,"Pre-loved furniture & décor 
Eco-friendly, stylish, one-of-a-kind
DM to grab your piece
#furniture #vintage #design #decohome #upcycling #recycled
https://www.ebay.fr/usr/theofupc-0",8,31871,27,2025-08-22T18:59:05.808867Z
UC0dxV36UFqJ8bNxy866likw,Project Upcycling,DIY,DE,"Hallo mein Name ist Patrick.
Auf meinem deutsch französischen  YT Kanal werdet Ihr alles über das Thema Upcycling, DIY´s , Einrichtungsideen, und komplette Makeover erfahren. Wir leben in einer Welt i",3550,506098,52,2019-10-24T15:06:35.249484Z
UC8q8Vn7BMnDxci2y107ln7A,Coastal Upcycling,DIY,US,"Coastal Upcycling is place where furniture makeover fans and DIY enthusiasts can learn refinishing tips, painted furniture techniques and share ideas with others who enjoy creating unique furniture pi",11100,1331124,31,2016-07-27T18:34:54Z
UCdGWTH72FInABzEexmiHihw,Naibi's Upcycling,DIY,PK," Welcome to my channel . Here you will see all you wanted to get after a little effort. This channel is All about daily life upgradings ,living basic upcycling and recycling......... 
Yes you can do i",144,31100,77,2014-11-28T16:20:44Z
UCFwggJhaQ_MBfKi3hviLu5Q,Upcycle Design School,DIY,Unknown,"BRING YOUR CREATIVITY TO LIFE
Turning your creative passion into a business is not just about skills or special talent. It's about crafting a plan and following your heart.
It's about sharing resource",1240,47198,49,2020-06-23T01:56:19.1664Z
UClPYt0dEt1v1nvaHLU0V5hQ,tmyers handmade,DIY,US,"Hi, my name is Traci Myers and I have two passions, thrifting and creating beautiful, functional items.
 I've been creating & selling upcycled, repurposed & handmade fashion/home decor for well over 2",183000,21073311,501,2021-11-20T16:06:05.837341Z
UCkK5P3LnAXOM7hrTcwlifXA,UPCYCLING MUSIC - Max Castlunger,DIY,IT,"Da oltre 20 colleziono strumenti musicali da tutto il mondo e rimango sempre affascinato da come le persone, in qualsiasi luogo del mondo, riescano a produrre suoni, a battere ritmi e a suonare melodi",588,69651,47,2021-02-13T12:22:53.515746Z
UCnow76NgaDDB2qVJLhwuQcQ,Upcycle DesignLab,DIY,US,My mission is to inspire crafters to rethink the things they throw away by sharing unique and creative ways to use these seemingly valueless materials. This channel is about Upcycling unwanted and dis,82200,6676948,451,2009-04-06T01:01:21Z
UCSN2Cq_v11P4qjhcQm2y5Qg,Second Life Clothes Upcycling and Sewing Classes,DIY,Unknown,"Second Life Upcycling is about giving clothing and other every day items a second life, inspiring others to recycle, repurpose, reuse and rethink. On my channel, you'll find easy, quick, and simple st",1120,128760,81,2023-12-29T02:46:26.695544Z
UCz4GCx3ieKlpkMnIpQG8u4w,Our Upcycled Life,DIY,CA,"Welcome! I'm an upcycler, crafter, and DIY enthusiast, transform forgotten items into beautiful treasures. If you share a passion for thrift store finds, repurposing, and giving new life to discarded ",554000,65015403,1433,2015-03-05T22:30:51Z
UCWsxmuwN5Mc9VUQpmI27BJQ,Broken Ghost DIY ,DIY,CA,Welcome! I'm Jana and I have been creating and selling upcycled clothing professionally for many years. My passion for fashion and sewing with thrifted items has resulted in almost 9000 sales on Etsy.,18100,629359,46,2025-01-23T03:26:30.610954Z
UCKAZFFvBqHp7lKs2hPr1WXQ,kimono upcycling channel by Risa,DIY,GB,I'm an enthusiastic Japanese vintage upcycle sewist who is concerning that 500 tons of kimono are discarded every year in my country. Let’s give these beautiful fabrics a second life while preserving ,16000,1349163,99,2024-06-07T19:24:59.52272Z
UCxXItvLQEwUbZkYo5BFej4g,el UPCYCLING de Lu ,DIY,Unknown,"El UPCYCLING de Lu es un espacio de YouTube dedicado enteramente al upcycling o reciclaje de ropa.
 
En este canal encuentras transformaciones de ropa de alta calidad, fáciles de hacer, con acabados p",261,48169,23,2026-02-13T11:04:12.524483Z
UCx-TP4MQq_gUdA6ejQQrpew,Let's upcycle with Stefanie Scholl,DIY,DE,"Ich bastel Miniaturen und Spielzeug aus Haushaltsresten, Müll und Verpackungen. Angefangen hat alles mit dem Wunsch meines Sohnes ein Modell des ""chinesischen Staatsschiffs"" aus Jim Knopf (Augsburger ",7150,1163346,222,2013-05-20T17:00:17Z
UCbO92Y072bdezNnzjS3qmqg,Upcycling NZ,DIY,NZ,"Reduce, Reuse, Recycle! Coming to you from the beautiful Marlborough Sounds of New Zealand! Great art and craft ideas using thrifted, salvaged and recycled materials at low cost. Ingenious kiwi creati",2660,210180,390,2023-08-13T16:51:08.673971Z
UCFLcfK9rGc6lkVx5cPmPxjg,The Upcycling Alchemist,DIY,Unknown,"Alchemy is the art of transforming something into something greater than it was before. That's what I love to do! I take thrifted items and use art to flip them into something beautiful with paint, cl",780,40178,38,2017-05-28T05:45:52Z
UC2kdj05584DbxVqwowJAacQ,Michelle Paganoonoo Paganini,DIY,Unknown,"Upcycle sewing guru, independent pattern maker, fashion designer, sewing instructor, love all things textile!  ",9280,529657,33,2012-01-22T19:22:10Z
UCFSmE1X8PmDcolL3vbXrufA,Upcycling 4 Youth,DIY,MK,"Official YouTube channel of the Erasmus+ project Upcycling 4 Youth.

Using upcycling for boosting youth employment (Upcycling 4 Youth) no.2018-3-MK01-KA205-059937 is a KA2 Strategic Partnerships for y",14,685,23,2019-12-02T18:16:16.562265Z
UC4eR2RUwoQrYEgbzReQV3HA,Parenting Hacks,Parenting,NG,"I help you raise emotional strong, disciplined and purpose driven children ",78500,4485287,275,2024-05-08T22:03:05.77397Z
UCXVXrWd0RaDiTVzcJED5gcw,Parenting Veda : Child Brain Development,Parenting,IN,"We provide Complete Guidance to Parents of Children aged 0 to 12 Years through International Parenting Skills Workshops, Advanced Parenting Knowledge, Daily 10+ Activities, Parenting Material Kits, Pe",23400,2749862,727,2019-07-17T11:34:51Z
UCdjdJAytELQ5evUxuSFoCuQ,parenting tips,Parenting,IN,"Namaste. welcome to the Parenting YouTube channel                                             

How to easily teach children what is in their textbooks and knowledge from the outside world.
 
How to i",74,1877,16,2025-03-30T08:58:16.58016Z
UCH-EUJFDa9_dkyPAmmsvYnQ,Everyday Parenting Tips,Parenting,US,"Welcome to Everyday Parenting Tips, the community dedicated to finding simplicity and joy in the beautiful chaos of raising children.

We understand that modern parenting is demanding. That’s why we c",1250,54271,26,2025-12-03T02:21:49.887728Z
UCMvOBPk9VRiHiGDLpvocHJQ,Parenting Aging Parents®,Parenting,US,"Welcome to Parenting Aging Parents®! 
We all get to the point when the kids are in high school or college. You're about to be empty nesters. But now you have a new role. Aging parents that you're taki",2140,171523,134,2021-05-10T19:52:58.99279Z
UCN38DbCvR-CZKC9ebKJG3Xg,Autism Parenting with Nidhi ,Parenting,IN,"Welcome to my channel : “ Autism Parenting with Nidhi” 

From corporate to autism support—this channel is led by a Parent-Child Coach and autism parent sharing real experiences and guidance for famili",257,14190,34,2013-03-10T04:03:49Z
UCPPgfosSSB8-cYWizv81KWg,Parenting With Selvi,Parenting,IN,"​Welcome to Parenting With Selvi. If you are navigating the journey of Autism, ADHD, or learning differences, you are in the right place.
​I bridge the gap between home and school by providing:
​For P",5810,449843,77,2026-01-14T16:04:46.642616Z
UCfXLiTj8lsmL-lK9vJSyRJg,Parenting Central,Parenting,AU,"Hi, my name is Rachel! I'm passionate about connecting parents with products that genuinely make their lives easier. 

I've worked in the baby product industry since 2014 and I love that I get to use ",2600,2356020,183,2015-06-20T11:08:30Z
UCJRIWt3lxNz38OAxn19nhDg,Triple P - Positive Parenting Program,Parenting,Unknown,"Thanks for dropping by our YouTube channel. Here’s a quick summary of what we’re all about: 

The Triple P — Positive Parenting Program® takes the guesswork out of parenting. It’s used all around the ",1990,450968,112,2014-02-17T01:47:16Z
UCkmqmk5F-DND9QH5ynKK0WA,decoding parenting,Parenting,Unknown,"Parent Coach
Former Principal 
Follow along for parenting and children behaviour ⭐️",421,136647,239,2023-04-16T10:08:55.267922Z
UCrGYoowsH-aKfSCM5TOzAsA,Parenting with Dr. & Mrs. K,Parenting,US,"Because parenting is only getting harder, and technology is only getting more engaging. Dr. K and Kruti, founders of Healthy Gamer, tackle common parenting challenges head-on, sharing real situations ",20200,1742715,335,2021-02-01T15:57:10.12282Z
UCvRtRUi_8bLjpRoL1VqShug,PARENTING SCHOOL,Parenting,BD,PARENTING SCHOOL is a PARENTING CHANNEL for every parents/every person. Its getting more popular day by day. Parents will get very helpful videos from this channel which may apply on their children. T,227000,15265037,852,2014-01-19T03:39:34Z
UCRBn-UX2fHs-cLDmtGRVhzQ,Biblical Parenting,Parenting,US,"Dr. Scott Turansky shares practical, biblical parenting insights that help parents move beyond a reward/punishment approach to heart-based parenting. He's a professor at Concordia University teaching ",1170,66520,558,2014-04-16T20:14:30Z
UCrUB-Tap7uj8TnPLgtIJjfA,Divine parenting,Parenting,IN,,574,30121,170,2021-07-05T05:27:17.468596Z
UCam4pU1NFraGs5Ng_SS9h9Q,FirstCry Parenting,Parenting,IN,"Welcome to FirstCry.com’s official YouTube channel, FirstCry Parenting!

FirstCry Parenting is the answer to all your parenting needs. We help you navigate your way through parenthood with expert pare",1640000,678313315,4324,2010-10-16T11:06:00Z
UC6EW33UrUtiJ-e2k-Crdd8Q,effortless parenting,Parenting,Unknown,"effortless parenting is a channel for parents who deserve to live in a calmer home. 

What I will share are methods that will help raising children who are co-operative, willing to listen and feel res",215,14591,89,2022-01-03T09:23:39.641915Z
UCRf7LNaAXBbbTDdTRqm7yHg,Parenting for Connection with Robbin McManne,Parenting,CA,"When I first became a mom, it was nothing like I expected. Overwhelmed by my corporate career and raising two boys, I felt triggered, angry, threatening punishment, and yelling at my boys all the time",1630,55458,297,2017-09-23T22:02:24Z
UCvWJ7ngC_L39G0NDxjqjgKQ,Parenting Beyond Belief,Parenting,US,Parenting Beyond Belief is a live call-in show every 2nd and 4th Saturday at 1pm Central dedicated to peer support and guidance for secular parents and those wanting to learn more about non-religious ,2110,15291,68,2015-10-30T20:41:47Z
UC309E-w1fgSNFr4Spe1lqSA,Parenting for the Present,Parenting,Unknown,"We’re three voices—a pediatrician, a psychologist, and a Licensed Professional Counselor—offering best practices and up-to-date research for practical, proactive parenting",24,299,12,2025-09-26T14:28:20.533776Z
UCa0K9QK-Aq6YUgKwxoS6-Gg,Smart Parenting,Parenting,PH,"Smart Parenting is the Filipino parent's brand of choice for empowering content and relevant solutions for building happy and healthy families. We're here to help you, Filipino moms and dads navigate ",74600,20227101,830,2013-07-30T10:24:05Z
UCh2ZTbHon60MDfUfSSJIg9g,Parenting With Euro,Parenting,IN,,2930,1122919,748,2015-04-29T08:57:16Z
UC_T6DkII4NxbUu15bbAQjig,Parenting,Parenting,IN,"Hi All, I am very passionate about hairstyles, here I'll show you how to do cute & easy, everyday hairstyles, perfect for long or medium length hair. This Youtube channel is to share  ideas for making",62000,19076552,780,2023-04-29T09:58:14.987773Z
UCIvSb2h5u1_z7YCe5aIyOug,Positive Parenting with Astrology w/ Maria Riegger,Parenting,US,"Get FREE book offer HERE - https://mailchi.mp/6b4289dbd6fa/yourscorpiochild

I'm a Mom, author, attorney, and astrologer. I'm passionate about helping parents improve their relationships with their ch",1540,201969,285,2012-06-05T14:51:14Z
UCVVYvatCx1edlm9I98fZc7w,Tamil Parenting School ,Parenting,IN,"பெற்றோர் அனைவரையும் 
பாசத்தோடே வாழ்த்துகிறேன் !
உங்கள் பணி மகத்தானது!
ஒரு குரங்கு கையில் சிக்கும் பூமாலை சீர்குலைவதும் 
ஒரு சிற்பி கையில் கிடைக்கும் உருக்குலைந்த கல் சிற்பமாவதும் 
குழந்தை வளர்ப்பிலும்",68700,4126732,127,2024-05-03T08:40:18.468794Z
UCBrEzyUClRtLx4YsGRoyEZw,Successful Black Parenting magazine,Parenting,US,"Successful Black Parenting Magazine is a trusted resource for Black parents raising confident, safe, and joyful children in today’s world. This channel features real conversations, practical parenting",7690,1209075,325,2016-04-11T14:51:39Z
UCSV1L_EMIbikw61x2T_wK8g,Parenting With Rekha,Parenting,IN,"""Parenting with Rekha"" चैनल पर आपको बच्चों की परवरिश से जुड़ी हर जरूरी जानकारी मिलेगी।
👉 बच्चों की growth, education, discipline, emotional care और practical parenting tips यहां मिलेंगे।
👉 यहाँ पर आपक",289,32672,44,2023-11-14T08:55:23.024103Z
UC5o4ze8RWk_5vkO1hNT0AdQ,Parenting Autism,Parenting,US,"We are proud parents of a wonderful boy who has autism. Bryce's life did not start out with autism; however, it did start with an unexplained grade four brain hemorrhage (stroke) on the day after he w",2990,1511076,521,2019-04-10T01:16:11Z
UCIKb2z6nXgTqYA5QgIoBMAA,BAPS Parenting,Parenting,Unknown,"✨ BAPS Parenting ✨
Where timeless values meet today’s parenting.
Practical tips. Spiritual wisdom. Real-life hacks.

We're here to help you raise:
💛 Kind & confident children
🧠 Wise & emotionally stro",1400,18653,12,2025-07-07T12:24:02.187604Z
